module,method,path,purpose,auth,guards,pathParams,queryParams,requestSchema,requestFields,statusCodes,responseFormats,sourceFile
vendor-credit-notes,GET,/api/vendor-credit-notes,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,billId|companyId|q|status|vendorId,vendorCreditNoteSchema (src/lib/validators/purchases.ts),billId|companyId|currency|issueDate|lines|notes|reason|status,400|401|403,json,src/app/api/vendor-credit-notes/route.ts
vendor-credit-notes,POST,/api/vendor-credit-notes,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,billId|companyId|q|status|vendorId,vendorCreditNoteSchema (src/lib/validators/purchases.ts),billId|companyId|currency|issueDate|lines|notes|reason|status,400|401|403,json,src/app/api/vendor-credit-notes/route.ts
vendor-credit-notes,GET,/api/vendor-credit-notes/{creditNoteId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,creditNoteId,,vendorCreditNoteUpdateSchema (src/lib/validators/purchases.ts),issueDate|lines|notes|reason|status,400|401|403|404,json,src/app/api/vendor-credit-notes/[creditNoteId]/route.ts
vendor-credit-notes,PATCH,/api/vendor-credit-notes/{creditNoteId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,creditNoteId,,vendorCreditNoteUpdateSchema (src/lib/validators/purchases.ts),issueDate|lines|notes|reason|status,400|401|403|404,json,src/app/api/vendor-credit-notes/[creditNoteId]/route.ts
vendor-credit-notes,POST,/api/vendor-credit-notes/{creditNoteId}/cancel,Cancel entity workflow state,session_cookie,requireCompanyRole,creditNoteId,,,,400|401|403|404,json,src/app/api/vendor-credit-notes/[creditNoteId]/cancel/route.ts
vendor-credit-notes,POST,/api/vendor-credit-notes/{creditNoteId}/issue,Issue or finalize document,session_cookie,requireCompanyRole,creditNoteId,,,,400|401|403|404,json,src/app/api/vendor-credit-notes/[creditNoteId]/issue/route.ts
vendors,GET,/api/vendors,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,vendorBulkStatusSchema (src/lib/validators/parties.ts)|vendorSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/vendors/route.ts
vendors,PATCH,/api/vendors,Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,vendorBulkStatusSchema (src/lib/validators/parties.ts)|vendorSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/vendors/route.ts
vendors,POST,/api/vendors,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,,balance|companyId|q|status|vatRegistered,vendorBulkStatusSchema (src/lib/validators/parties.ts)|vendorSchema (src/lib/validators/parties.ts),companyId|ids|status,400|401|403|409,json,src/app/api/vendors/route.ts
vendors,GET,/api/vendors/{vendorId},Read data,session_cookie,requireAccountingAccess|requireCompanyRole,vendorId,,vendorUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404|409,json,src/app/api/vendors/[vendorId]/route.ts
vendors,PUT,/api/vendors/{vendorId},Update existing data,session_cookie,requireAccountingAccess|requireCompanyRole,vendorId,,vendorUpdateSchema (src/lib/validators/parties.ts),,400|401|403|404|409,json,src/app/api/vendors/[vendorId]/route.ts
vendors,GET,/api/vendors/{vendorId}/activity,Read data,session_cookie,requireAccountingAccess,vendorId,,,,401|403|404,json,src/app/api/vendors/[vendorId]/activity/route.ts
vendors,GET,/api/vendors/{vendorId}/contacts,Read data,session_cookie,requireAccountingAccess|requireCompanyRole,vendorId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/vendors/[vendorId]/contacts/route.ts
vendors,POST,/api/vendors/{vendorId}/contacts,Create or execute action,session_cookie,requireAccountingAccess|requireCompanyRole,vendorId,,contactSchema (src/lib/validators/parties.ts),companyId|email|isPrimary|name|partyId|partyType|phone|role,400|401|403|404,json,src/app/api/vendors/[vendorId]/contacts/route.ts
vendors,GET,/api/vendors/{vendorId}/statement,Read data,session_cookie,requireAccountingAccess,vendorId,,,,401|403|404,json,src/app/api/vendors/[vendorId]/statement/route.ts
vendors,POST,/api/vendors/{vendorId}/statement/email,Create or execute action,session_cookie,requireCompanyRole,vendorId,,,,400|401|403|404,json,src/app/api/vendors/[vendorId]/statement/email/route.ts
vendors,GET,/api/vendors/{vendorId}/statement/export,Export data,session_cookie,requireAccountingAccess,vendorId,,,,401|403|404,csv|json,src/app/api/vendors/[vendorId]/statement/export/route.ts
vendors,GET,/api/vendors/{vendorId}/statement/history,Read data,session_cookie,requireCompanyRole,vendorId,,,,401|403|404,json,src/app/api/vendors/[vendorId]/statement/history/route.ts
vendors,POST,/api/vendors/{vendorId}/statement/resend,Create or execute action,session_cookie,requireCompanyRole,vendorId,,schema,emailId,400|401|403|404,json,src/app/api/vendors/[vendorId]/statement/resend/route.ts
vendors,GET,/api/vendors/export,Export data,session_cookie,requireAccountingAccess,,companyId,,,400|401|403,csv|json,src/app/api/vendors/export/route.ts
vendors,GET,/api/vendors/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,importPayloadSchema (src/lib/validators/parties.ts)|vendorSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/vendors/import/route.ts
vendors,POST,/api/vendors/import,Import or upload data,session_cookie,requireAccountingAccess|requireCompanyRole,,companyId|lang,importPayloadSchema (src/lib/validators/parties.ts)|vendorSchema (src/lib/validators/parties.ts),companyId|csv|dryRun,400|401|403,csv|json,src/app/api/vendors/import/route.ts
